article_id,date,total_quantity
MED001,2022-03-09,44
MED002,2022-03-09,24
MED003,2022-03-09,40
MED004,2022-03-09,27
MED005,2022-03-09,41
MED006,2022-03-09,45
MED007,2022-03-09,41
MED008,2022-03-09,14
MED009,2022-03-09,57
MED010,2022-03-09,42
MED011,2022-03-09,41
MED012,2022-03-09,57
MED013,2022-03-09,6
MED018,2022-03-09,5
MED019,2022-03-09,39
MED023,2022-03-09,32
MED024,2022-03-09,17
MED025,2022-03-09,16
MED026,2022-03-09,5
MED029,2022-03-09,8
PH201,2022-03-09,24
PH202,2022-03-09,80
PH203,2022-03-09,23
PH204,2022-03-09,23
PH205,2022-03-09,9
PH209,2022-03-09,10
PH213,2022-03-09,6
PH214,2022-03-09,4
PH234,2022-03-09,20
ART001,2022-03-10,31
ART002,2022-03-10,20
ART003,2022-03-10,26
ART004,2022-03-10,12
ART005,2022-03-10,32
ART006,2022-03-10,8
ART007,2022-03-10,6
ART008,2022-03-10,23
ART009,2022-03-10,14
ART012,2022-03-10,22
ART013,2022-03-10,14
ART014,2022-03-10,7
ART022,2022-03-10,4
ART025,2022-03-10,12
ART026,2022-03-10,3
MED001,2022-03-10,57
MED002,2022-03-10,38
MED003,2022-03-10,22
MED005,2022-03-10,41
MED006,2022-03-10,33
MED007,2022-03-10,18
MED008,2022-03-10,17
MED009,2022-03-10,61
MED010,2022-03-10,37
MED011,2022-03-10,24
MED012,2022-03-10,26
MED013,2022-03-10,6
MED015,2022-03-10,24
MED016,2022-03-10,14
MED019,2022-03-10,16
MED021,2022-03-10,16
MED022,2022-03-10,10
MED024,2022-03-10,31
MED025,2022-03-10,8
MED033,2022-03-10,1
PH202,2022-03-10,62
PH203,2022-03-10,21
PH204,2022-03-10,18
PH208,2022-03-10,25
PH209,2022-03-10,1
PH210,2022-03-10,11
PH215,2022-03-10,2
PH220,2022-03-10,3
PH234,2022-03-10,16
ART001,2022-03-11,14
ART002,2022-03-11,32
ART003,2022-03-11,35
ART004,2022-03-11,39
ART005,2022-03-11,30
ART006,2022-03-11,10
ART008,2022-03-11,25
ART010,2022-03-11,9
ART011,2022-03-11,4
ART012,2022-03-11,22
ART013,2022-03-11,19
ART014,2022-03-11,7
ART015,2022-03-11,15
ART018,2022-03-11,14
ART034,2022-03-11,10
MED001,2022-03-11,37
MED002,2022-03-11,28
MED003,2022-03-11,43
MED004,2022-03-11,26
MED005,2022-03-11,39
MED006,2022-03-11,44
MED007,2022-03-11,20
MED008,2022-03-11,26
MED009,2022-03-11,42
MED010,2022-03-11,19
MED011,2022-03-11,50
MED012,2022-03-11,44
MED013,2022-03-11,10
MED014,2022-03-11,15
MED016,2022-03-11,8
MED018,2022-03-11,11
MED019,2022-03-11,9
MED020,2022-03-11,7
MED021,2022-03-11,22
MED023,2022-03-11,34
MED026,2022-03-11,4
MED027,2022-03-11,6
MED029,2022-03-11,9
MED030,2022-03-11,8
PH201,2022-03-11,46
PH202,2022-03-11,24
PH203,2022-03-11,11
PH204,2022-03-11,14
PH205,2022-03-11,18
PH207,2022-03-11,12
PH211,2022-03-11,5
PH212,2022-03-11,6
PH221,2022-03-11,10
PH234,2022-03-11,19
ART001,2022-03-12,25
ART002,2022-03-12,16
ART003,2022-03-12,21
ART004,2022-03-12,17
ART005,2022-03-12,16
ART006,2022-03-12,8
ART013,2022-03-12,6
ART014,2022-03-12,4
ART015,2022-03-12,4
ART022,2022-03-12,3
ART031,2022-03-12,2
ART034,2022-03-12,1
ART035,2022-03-12,4
MED001,2022-03-12,46
MED002,2022-03-12,22
MED003,2022-03-12,21
MED004,2022-03-12,28
MED005,2022-03-12,39
MED007,2022-03-12,20
MED008,2022-03-12,25
MED009,2022-03-12,63
MED010,2022-03-12,52
MED011,2022-03-12,41
MED012,2022-03-12,28
MED013,2022-03-12,3
MED016,2022-03-12,6
MED019,2022-03-12,12
MED020,2022-03-12,10
MED021,2022-03-12,7
MED022,2022-03-12,7
MED023,2022-03-12,11
MED024,2022-03-12,11
MED025,2022-03-12,9
MED026,2022-03-12,4
MED027,2022-03-12,4
MED030,2022-03-12,1
PH201,2022-03-12,22
PH202,2022-03-12,33
PH203,2022-03-12,5
PH204,2022-03-12,4
PH205,2022-03-12,11
PH206,2022-03-12,15
PH207,2022-03-12,8
PH214,2022-03-12,5
PH215,2022-03-12,3
PH217,2022-03-12,3
PH219,2022-03-12,4
PH234,2022-03-12,11
ART001,2022-03-13,8
ART002,2022-03-13,9
ART003,2022-03-13,25
ART004,2022-03-13,11
ART005,2022-03-13,10
ART010,2022-03-13,2
ART014,2022-03-13,5
ART015,2022-03-13,4
ART024,2022-03-13,1
ART034,2022-03-13,1
MED001,2022-03-13,35
MED002,2022-03-13,14
MED004,2022-03-13,34
MED005,2022-03-13,27
MED006,2022-03-13,19
MED007,2022-03-13,21
MED008,2022-03-13,13
MED009,2022-03-13,50
MED010,2022-03-13,25
MED011,2022-03-13,65
MED012,2022-03-13,35
MED013,2022-03-13,5
MED014,2022-03-13,4
MED016,2022-03-13,5
MED018,2022-03-13,5
MED019,2022-03-13,6
MED020,2022-03-13,5
MED021,2022-03-13,18
MED023,2022-03-13,22
MED024,2022-03-13,14
MED026,2022-03-13,2
MED028,2022-03-13,4
MED032,2022-03-13,1
PH201,2022-03-13,32
PH202,2022-03-13,29
PH203,2022-03-13,16
PH204,2022-03-13,20
PH205,2022-03-13,9
PH206,2022-03-13,11
PH207,2022-03-13,2
PH218,2022-03-13,1
PH220,2022-03-13,4
PH224,2022-03-13,8
PH234,2022-03-13,16
ART001,2022-03-14,26
ART002,2022-03-14,45
ART004,2022-03-14,57
ART005,2022-03-14,46
ART008,2022-03-14,28
ART010,2022-03-14,13
ART012,2022-03-14,30
ART013,2022-03-14,18
ART014,2022-03-14,18
ART016,2022-03-14,5
ART032,2022-03-14,3
ART034,2022-03-14,14
MED001,2022-03-14,50
MED002,2022-03-14,29
MED003,2022-03-14,40
MED004,2022-03-14,28
MED005,2022-03-14,31
MED006,2022-03-14,40
MED007,2022-03-14,42
MED008,2022-03-14,18
MED010,2022-03-14,37
MED011,2022-03-14,33
MED012,2022-03-14,65
MED013,2022-03-14,12
MED014,2022-03-14,24
MED017,2022-03-14,36
MED018,2022-03-14,10
MED019,2022-03-14,15
MED020,2022-03-14,19
MED021,2022-03-14,27
MED028,2022-03-14,1
MED036,2022-03-14,2
MED040,2022-03-14,1
PH201,2022-03-14,46
PH202,2022-03-14,31
PH205,2022-03-14,15
PH206,2022-03-14,12
PH207,2022-03-14,9
PH212,2022-03-14,4
PH224,2022-03-14,19
PH234,2022-03-14,26
ART002,2022-03-15,20
ART003,2022-03-15,29
ART004,2022-03-15,30
ART005,2022-03-15,65
ART006,2022-03-15,14
ART007,2022-03-15,8
ART009,2022-03-15,17
ART010,2022-03-15,16
ART011,2022-03-15,5
ART015,2022-03-15,8
ART019,2022-03-15,4
ART025,2022-03-15,9
ART033,2022-03-15,6
MED001,2022-03-15,63
MED002,2022-03-15,33
MED003,2022-03-15,31
MED004,2022-03-15,33
MED005,2022-03-15,39
MED006,2022-03-15,49
MED007,2022-03-15,1
MED008,2022-03-15,21
MED009,2022-03-15,84
MED010,2022-03-15,23
MED011,2022-03-15,34
MED012,2022-03-15,30
MED014,2022-03-15,20
MED017,2022-03-15,23
MED018,2022-03-15,8
MED019,2022-03-15,27
MED020,2022-03-15,8
MED022,2022-03-15,11
MED026,2022-03-15,11
MED029,2022-03-15,5
MED039,2022-03-15,1
PH201,2022-03-15,28
PH202,2022-03-15,36
PH203,2022-03-15,11
PH205,2022-03-15,12
PH206,2022-03-15,6
PH212,2022-03-15,3
PH215,2022-03-15,1
PH220,2022-03-15,2
PH224,2022-03-15,6
PH234,2022-03-15,19
ART001,2022-03-16,17
ART003,2022-03-16,34
ART005,2022-03-16,18
ART006,2022-03-16,10
ART008,2022-03-16,12
ART010,2022-03-16,10
ART012,2022-03-16,11
ART015,2022-03-16,3
ART016,2022-03-16,1
ART020,2022-03-16,2
ART023,2022-03-16,3
ART025,2022-03-16,3
ART033,2022-03-16,3
ART034,2022-03-16,2
ART035,2022-03-16,1
MED001,2022-03-16,56
MED002,2022-03-16,33
MED003,2022-03-16,32
MED004,2022-03-16,54
MED005,2022-03-16,35
MED007,2022-03-16,21
MED008,2022-03-16,9
MED009,2022-03-16,40
MED011,2022-03-16,37
MED012,2022-03-16,50
MED014,2022-03-16,20
MED017,2022-03-16,10
MED018,2022-03-16,7
MED019,2022-03-16,23
MED021,2022-03-16,7
MED024,2022-03-16,28
MED026,2022-03-16,6
MED029,2022-03-16,10
MED035,2022-03-16,5
MED037,2022-03-16,1
PH201,2022-03-16,74
PH203,2022-03-16,19
PH204,2022-03-16,6
PH205,2022-03-16,10
PH206,2022-03-16,10
PH207,2022-03-16,5
PH212,2022-03-16,7
PH214,2022-03-16,4
PH217,2022-03-16,5
PH218,2022-03-16,2
PH219,2022-03-16,1
PH220,2022-03-16,1
PH234,2022-03-16,18
ART002,2022-03-17,19
ART003,2022-03-17,35
ART004,2022-03-17,40
ART009,2022-03-17,6
ART010,2022-03-17,8
ART015,2022-03-17,9
ART017,2022-03-17,6
ART021,2022-03-17,2
ART034,2022-03-17,4
ART035,2022-03-17,9
MED001,2022-03-17,52
MED002,2022-03-17,20
MED003,2022-03-17,23
MED004,2022-03-17,31
MED005,2022-03-17,52
MED006,2022-03-17,54
MED007,2022-03-17,30
MED008,2022-03-17,23
MED009,2022-03-17,40
MED010,2022-03-17,29
MED011,2022-03-17,36
MED012,2022-03-17,54
MED013,2022-03-17,3
MED014,2022-03-17,20
MED015,2022-03-17,10
MED016,2022-03-17,11
MED017,2022-03-17,13
MED018,2022-03-17,14
MED019,2022-03-17,11
MED021,2022-03-17,29
MED023,2022-03-17,30
MED024,2022-03-17,20
MED025,2022-03-17,10
MED026,2022-03-17,12
MED034,2022-03-17,9
PH201,2022-03-17,40
PH203,2022-03-17,12
PH204,2022-03-17,11
PH207,2022-03-17,5
PH208,2022-03-17,6
PH210,2022-03-17,3
PH211,2022-03-17,5
PH220,2022-03-17,1
PH221,2022-03-17,8
PH234,2022-03-17,32
ART002,2022-03-18,21
ART003,2022-03-18,55
ART005,2022-03-18,31
ART006,2022-03-18,20
ART007,2022-03-18,15
ART009,2022-03-18,8
ART011,2022-03-18,9
ART012,2022-03-18,21
ART014,2022-03-18,14
ART022,2022-03-18,6
ART029,2022-03-18,1
ART031,2022-03-18,3
MED001,2022-03-18,48
MED002,2022-03-18,28
MED003,2022-03-18,50
MED004,2022-03-18,44
MED005,2022-03-18,50
MED006,2022-03-18,28
MED007,2022-03-18,29
MED008,2022-03-18,19
MED009,2022-03-18,77
MED010,2022-03-18,53
MED011,2022-03-18,14
MED012,2022-03-18,48
MED014,2022-03-18,19
MED016,2022-03-18,13
MED018,2022-03-18,15
MED019,2022-03-18,27
MED026,2022-03-18,6
PH201,2022-03-18,26
PH204,2022-03-18,10
PH207,2022-03-18,11
PH211,2022-03-18,5
PH217,2022-03-18,1
PH221,2022-03-18,8
PH224,2022-03-18,2
PH234,2022-03-18,34
ART002,2022-03-19,19
ART003,2022-03-19,21
ART005,2022-03-19,16
ART006,2022-03-19,7
ART007,2022-03-19,9
ART008,2022-03-19,8
ART010,2022-03-19,3
ART012,2022-03-19,5
ART014,2022-03-19,5
ART017,2022-03-19,1
ART019,2022-03-19,1
ART021,2022-03-19,2
ART026,2022-03-19,3
MED001,2022-03-19,36
MED002,2022-03-19,10
MED003,2022-03-19,26
MED004,2022-03-19,30
MED005,2022-03-19,23
MED007,2022-03-19,8
MED008,2022-03-19,18
MED009,2022-03-19,64
MED011,2022-03-19,32
MED012,2022-03-19,35
MED013,2022-03-19,11
MED017,2022-03-19,9
MED018,2022-03-19,12
MED019,2022-03-19,11
MED020,2022-03-19,5
MED021,2022-03-19,6
MED022,2022-03-19,3
MED024,2022-03-19,18
PH201,2022-03-19,50
PH202,2022-03-19,41
PH203,2022-03-19,6
PH204,2022-03-19,5
PH205,2022-03-19,21
PH206,2022-03-19,18
PH207,2022-03-19,15
PH209,2022-03-19,5
PH210,2022-03-19,4
PH214,2022-03-19,8
PH217,2022-03-19,4
PH220,2022-03-19,1
PH234,2022-03-19,22
ART001,2022-03-20,11
ART002,2022-03-20,7
ART003,2022-03-20,11
ART004,2022-03-20,16
ART008,2022-03-20,7
ART010,2022-03-20,4
ART011,2022-03-20,1
ART012,2022-03-20,5
ART014,2022-03-20,5
ART015,2022-03-20,7
ART019,2022-03-20,1
ART023,2022-03-20,1
ART025,2022-03-20,4
ART026,2022-03-20,1
MED001,2022-03-20,41
MED002,2022-03-20,19
MED003,2022-03-20,22
MED004,2022-03-20,10
MED005,2022-03-20,40
MED006,2022-03-20,26
MED007,2022-03-20,24
MED008,2022-03-20,10
MED009,2022-03-20,39
MED010,2022-03-20,16
MED011,2022-03-20,34
MED013,2022-03-20,5
MED014,2022-03-20,17
MED017,2022-03-20,12
MED019,2022-03-20,10
MED020,2022-03-20,6
MED022,2022-03-20,10
MED023,2022-03-20,23
MED024,2022-03-20,25
MED025,2022-03-20,1
MED026,2022-03-20,4
MED034,2022-03-20,2
MED035,2022-03-20,5
PH201,2022-03-20,35
PH202,2022-03-20,18
PH207,2022-03-20,5
PH223,2022-03-20,2
PH224,2022-03-20,4
PH234,2022-03-20,17
ART001,2022-03-21,45
ART002,2022-03-21,30
ART003,2022-03-21,37
ART004,2022-03-21,44
ART005,2022-03-21,32
ART006,2022-03-21,18
ART008,2022-03-21,33
ART010,2022-03-21,8
ART011,2022-03-21,13
ART012,2022-03-21,40
ART013,2022-03-21,10
ART015,2022-03-21,13
ART020,2022-03-21,2
ART021,2022-03-21,1
ART023,2022-03-21,6
ART027,2022-03-21,2
ART031,2022-03-21,3
MED001,2022-03-21,48
MED002,2022-03-21,30
MED003,2022-03-21,54
MED004,2022-03-21,49
MED005,2022-03-21,45
MED006,2022-03-21,43
MED007,2022-03-21,22
MED008,2022-03-21,20
MED009,2022-03-21,43
MED010,2022-03-21,30
MED011,2022-03-21,49
MED012,2022-03-21,38
MED013,2022-03-21,5
MED014,2022-03-21,14
MED015,2022-03-21,30
MED018,2022-03-21,9
MED021,2022-03-21,27
MED022,2022-03-21,7
MED023,2022-03-21,11
MED026,2022-03-21,8
MED034,2022-03-21,6
MED037,2022-03-21,1
PH201,2022-03-21,32
PH202,2022-03-21,49
PH203,2022-03-21,7
PH204,2022-03-21,19
PH208,2022-03-21,8
PH210,2022-03-21,1
PH213,2022-03-21,3
PH217,2022-03-21,3
PH220,2022-03-21,1
PH221,2022-03-21,4
PH224,2022-03-21,13
PH234,2022-03-21,33
ART001,2022-03-22,40
ART004,2022-03-22,52
ART005,2022-03-22,19
ART006,2022-03-22,11
ART008,2022-03-22,8
ART010,2022-03-22,11
ART011,2022-03-22,9
ART012,2022-03-22,19
ART014,2022-03-22,11
ART021,2022-03-22,5
MED001,2022-03-22,44
MED002,2022-03-22,27
MED003,2022-03-22,56
MED004,2022-03-22,33
MED005,2022-03-22,26
MED006,2022-03-22,48
MED007,2022-03-22,47
MED008,2022-03-22,28
MED009,2022-03-22,69
MED010,2022-03-22,45
MED011,2022-03-22,68
MED012,2022-03-22,43
MED016,2022-03-22,19
MED018,2022-03-22,4
MED019,2022-03-22,17
MED020,2022-03-22,12
MED022,2022-03-22,6
MED023,2022-03-22,15
MED025,2022-03-22,15
MED026,2022-03-22,9
MED027,2022-03-22,7
MED032,2022-03-22,3
MED035,2022-03-22,2
PH201,2022-03-22,37
PH202,2022-03-22,34
PH203,2022-03-22,8
PH204,2022-03-22,4
PH205,2022-03-22,13
PH206,2022-03-22,13
PH207,2022-03-22,5
PH216,2022-03-22,1
PH222,2022-03-22,10
PH234,2022-03-22,17
ART001,2022-03-23,15
ART002,2022-03-23,24
ART003,2022-03-23,34
ART004,2022-03-23,43
ART005,2022-03-23,22
ART006,2022-03-23,24
ART007,2022-03-23,10
ART010,2022-03-23,6
ART011,2022-03-23,6
ART012,2022-03-23,17
ART015,2022-03-23,11
ART018,2022-03-23,2
ART019,2022-03-23,11
ART023,2022-03-23,3
ART024,2022-03-23,2
MED001,2022-03-23,35
MED002,2022-03-23,24
MED003,2022-03-23,48
MED004,2022-03-23,33
MED005,2022-03-23,30
MED006,2022-03-23,59
MED007,2022-03-23,21
MED008,2022-03-23,20
MED009,2022-03-23,57
MED010,2022-03-23,31
MED012,2022-03-23,48
MED013,2022-03-23,13
MED014,2022-03-23,29
MED016,2022-03-23,5
MED018,2022-03-23,9
MED020,2022-03-23,6
MED022,2022-03-23,11
MED023,2022-03-23,30
MED024,2022-03-23,8
MED026,2022-03-23,7
MED028,2022-03-23,3
MED031,2022-03-23,3
MED035,2022-03-23,1
MED037,2022-03-23,1
PH201,2022-03-23,43
PH202,2022-03-23,31
PH203,2022-03-23,9
PH204,2022-03-23,18
PH205,2022-03-23,7
PH210,2022-03-23,3
PH211,2022-03-23,3
PH214,2022-03-23,5
PH234,2022-03-23,29
ART001,2022-03-24,13
ART002,2022-03-24,31
ART003,2022-03-24,60
ART004,2022-03-24,39
ART005,2022-03-24,33
ART006,2022-03-24,9
ART009,2022-03-24,20
ART010,2022-03-24,12
ART011,2022-03-24,2
ART012,2022-03-24,13
ART013,2022-03-24,21
ART014,2022-03-24,8
ART015,2022-03-24,15
ART022,2022-03-24,4
ART026,2022-03-24,5
MED001,2022-03-24,52
MED002,2022-03-24,21
MED003,2022-03-24,32
MED004,2022-03-24,46
MED005,2022-03-24,38
MED006,2022-03-24,50
MED007,2022-03-24,24
MED008,2022-03-24,28
MED009,2022-03-24,52
MED010,2022-03-24,52
MED011,2022-03-24,23
MED013,2022-03-24,8
MED014,2022-03-24,21
MED016,2022-03-24,13
MED017,2022-03-24,15
MED018,2022-03-24,13
MED019,2022-03-24,17
MED020,2022-03-24,14
MED021,2022-03-24,22
MED022,2022-03-24,8
MED024,2022-03-24,34
MED026,2022-03-24,6
MED028,2022-03-24,6
MED029,2022-03-24,3
MED032,2022-03-24,4
MED034,2022-03-24,5
MED035,2022-03-24,5
MED037,2022-03-24,1
PH202,2022-03-24,52
PH205,2022-03-24,21
PH206,2022-03-24,16
PH222,2022-03-24,1
PH234,2022-03-24,12
ART001,2022-03-25,18
ART002,2022-03-25,38
ART003,2022-03-25,51
ART004,2022-03-25,45
ART008,2022-03-25,17
ART009,2022-03-25,18
ART010,2022-03-25,9
ART012,2022-03-25,24
ART014,2022-03-25,18
ART025,2022-03-25,8
ART026,2022-03-25,1
MED001,2022-03-25,48
MED003,2022-03-25,44
MED004,2022-03-25,27
MED005,2022-03-25,45
MED007,2022-03-25,23
MED008,2022-03-25,39
MED009,2022-03-25,49
MED010,2022-03-25,49
MED011,2022-03-25,63
MED012,2022-03-25,52
MED018,2022-03-25,14
MED019,2022-03-25,14
MED020,2022-03-25,7
MED021,2022-03-25,17
MED022,2022-03-25,8
MED023,2022-03-25,15
MED024,2022-03-25,27
MED026,2022-03-25,3
MED032,2022-03-25,4
PH201,2022-03-25,27
PH202,2022-03-25,43
PH204,2022-03-25,17
PH205,2022-03-25,22
PH208,2022-03-25,19
PH222,2022-03-25,2
PH224,2022-03-25,7
PH234,2022-03-25,16
ART001,2022-03-26,11
ART002,2022-03-26,5
ART003,2022-03-26,11
ART004,2022-03-26,19
ART005,2022-03-26,15
ART008,2022-03-26,13
ART010,2022-03-26,4
ART013,2022-03-26,7
ART014,2022-03-26,7
ART015,2022-03-26,2
ART018,2022-03-26,7
ART021,2022-03-26,1
ART024,2022-03-26,2
ART034,2022-03-26,1
ART035,2022-03-26,1
MED001,2022-03-26,20
MED002,2022-03-26,27
MED003,2022-03-26,16
MED004,2022-03-26,24
MED005,2022-03-26,30
MED006,2022-03-26,40
MED007,2022-03-26,10
MED008,2022-03-26,21
MED009,2022-03-26,61
MED010,2022-03-26,21
MED012,2022-03-26,54
MED014,2022-03-26,13
MED015,2022-03-26,7
MED019,2022-03-26,5
MED020,2022-03-26,7
MED022,2022-03-26,10
MED023,2022-03-26,11
MED025,2022-03-26,7
MED026,2022-03-26,2
MED034,2022-03-26,2
MED037,2022-03-26,1
PH201,2022-03-26,35
PH202,2022-03-26,17
PH203,2022-03-26,12
PH204,2022-03-26,2
PH205,2022-03-26,16
PH206,2022-03-26,14
PH207,2022-03-26,8
PH213,2022-03-26,4
PH214,2022-03-26,5
PH215,2022-03-26,4
PH224,2022-03-26,8
PH234,2022-03-26,17
ART001,2022-03-27,1
ART002,2022-03-27,11
ART004,2022-03-27,13
ART005,2022-03-27,7
ART007,2022-03-27,3
ART008,2022-03-27,7
ART014,2022-03-27,4
ART015,2022-03-27,6
ART016,2022-03-27,1
ART019,2022-03-27,1
ART020,2022-03-27,1
ART022,2022-03-27,1
ART025,2022-03-27,2
ART029,2022-03-27,1
ART032,2022-03-27,1
ART034,2022-03-27,1
MED001,2022-03-27,42
MED002,2022-03-27,21
MED003,2022-03-27,29
MED004,2022-03-27,41
MED005,2022-03-27,40
MED006,2022-03-27,51
MED007,2022-03-27,20
MED008,2022-03-27,26
MED009,2022-03-27,30
MED010,2022-03-27,29
MED011,2022-03-27,26
MED012,2022-03-27,38
MED014,2022-03-27,12
MED015,2022-03-27,12
MED016,2022-03-27,4
MED017,2022-03-27,10
MED018,2022-03-27,2
MED019,2022-03-27,12
MED022,2022-03-27,6
MED027,2022-03-27,13
MED028,2022-03-27,1
MED033,2022-03-27,4
PH201,2022-03-27,34
PH202,2022-03-27,25
PH205,2022-03-27,10
PH206,2022-03-27,22
PH207,2022-03-27,10
PH208,2022-03-27,6
PH209,2022-03-27,3
PH217,2022-03-27,1
PH220,2022-03-27,3
PH223,2022-03-27,7
PH234,2022-03-27,17
ART001,2022-03-28,34
ART002,2022-03-28,36
ART003,2022-03-28,55
ART004,2022-03-28,41
ART005,2022-03-28,43
ART006,2022-03-28,16
ART007,2022-03-28,13
ART009,2022-03-28,21
ART010,2022-03-28,11
ART011,2022-03-28,20
ART012,2022-03-28,24
ART013,2022-03-28,9
ART014,2022-03-28,15
ART016,2022-03-28,1
ART017,2022-03-28,2
ART019,2022-03-28,2
ART020,2022-03-28,1
ART022,2022-03-28,4
ART026,2022-03-28,1
ART034,2022-03-28,1
MED001,2022-03-28,43
MED002,2022-03-28,26
MED004,2022-03-28,23
MED006,2022-03-28,32
MED007,2022-03-28,30
MED008,2022-03-28,22
MED009,2022-03-28,73
MED010,2022-03-28,37
MED011,2022-03-28,50
MED012,2022-03-28,27
MED013,2022-03-28,10
MED014,2022-03-28,15
MED016,2022-03-28,2
MED018,2022-03-28,19
MED019,2022-03-28,17
MED024,2022-03-28,35
MED025,2022-03-28,6
MED027,2022-03-28,10
PH201,2022-03-28,30
PH202,2022-03-28,36
PH203,2022-03-28,28
PH204,2022-03-28,13
PH205,2022-03-28,2
PH206,2022-03-28,7
PH209,2022-03-28,4
PH210,2022-03-28,3
PH213,2022-03-28,6
PH222,2022-03-28,8
PH223,2022-03-28,2
PH234,2022-03-28,42
ART001,2022-03-29,19
ART002,2022-03-29,24
ART003,2022-03-29,22
ART005,2022-03-29,39
ART007,2022-03-29,4
ART008,2022-03-29,23
ART009,2022-03-29,14
ART011,2022-03-29,7
ART013,2022-03-29,25
ART018,2022-03-29,2
ART020,2022-03-29,1
ART025,2022-03-29,6
ART031,2022-03-29,2
MED001,2022-03-29,52
MED002,2022-03-29,28
MED003,2022-03-29,46
MED004,2022-03-29,30
MED005,2022-03-29,16
MED007,2022-03-29,19
MED008,2022-03-29,41
MED009,2022-03-29,39
MED010,2022-03-29,26
MED011,2022-03-29,39
MED012,2022-03-29,56
MED019,2022-03-29,9
MED022,2022-03-29,21
MED023,2022-03-29,8
PH201,2022-03-29,16
PH202,2022-03-29,41
PH206,2022-03-29,19
PH208,2022-03-29,2
PH214,2022-03-29,9
PH219,2022-03-29,1
PH221,2022-03-29,6
PH224,2022-03-29,58
PH234,2022-03-29,24
ART001,2022-03-30,27
ART002,2022-03-30,32
ART004,2022-03-30,34
ART005,2022-03-30,22
ART006,2022-03-30,6
ART007,2022-03-30,14
ART011,2022-03-30,17
ART013,2022-03-30,13
ART014,2022-03-30,22
ART018,2022-03-30,1
ART020,2022-03-30,1
ART024,2022-03-30,1
ART034,2022-03-30,13
MED002,2022-03-30,26
MED003,2022-03-30,37
MED004,2022-03-30,27
MED005,2022-03-30,44
MED006,2022-03-30,35
MED007,2022-03-30,10
MED008,2022-03-30,7
MED009,2022-03-30,57
MED010,2022-03-30,19
MED011,2022-03-30,34
MED012,2022-03-30,51
MED016,2022-03-30,11
MED017,2022-03-30,24
MED018,2022-03-30,6
MED019,2022-03-30,12
MED021,2022-03-30,23
MED023,2022-03-30,8
MED026,2022-03-30,8
MED027,2022-03-30,2
MED033,2022-03-30,3
PH201,2022-03-30,11
PH202,2022-03-30,46
PH205,2022-03-30,6
PH209,2022-03-30,10
PH217,2022-03-30,7
PH220,2022-03-30,3
PH234,2022-03-30,26
ART001,2022-03-31,26
ART002,2022-03-31,41
ART003,2022-03-31,35
ART004,2022-03-31,23
ART005,2022-03-31,22
ART006,2022-03-31,14
ART007,2022-03-31,18
ART009,2022-03-31,15
ART010,2022-03-31,16
ART013,2022-03-31,21
ART014,2022-03-31,6
ART026,2022-03-31,1
ART027,2022-03-31,1
ART033,2022-03-31,1
MED001,2022-03-31,33
MED002,2022-03-31,25
MED003,2022-03-31,45
MED004,2022-03-31,29
MED005,2022-03-31,30
MED006,2022-03-31,39
MED007,2022-03-31,8
MED008,2022-03-31,22
MED009,2022-03-31,33
MED010,2022-03-31,23
MED011,2022-03-31,38
MED012,2022-03-31,59
MED013,2022-03-31,10
MED014,2022-03-31,10
MED015,2022-03-31,18
MED016,2022-03-31,10
MED018,2022-03-31,7
MED019,2022-03-31,9
MED020,2022-03-31,3
MED023,2022-03-31,30
MED024,2022-03-31,18
MED025,2022-03-31,5
MED026,2022-03-31,11
MED027,2022-03-31,5
MED032,2022-03-31,4
PH202,2022-03-31,23
PH203,2022-03-31,17
PH204,2022-03-31,17
PH207,2022-03-31,14
PH211,2022-03-31,4
PH214,2022-03-31,7
PH234,2022-03-31,23
ART001,2022-04-01,16
ART002,2022-04-01,19
ART003,2022-04-01,31
ART004,2022-04-01,47
ART005,2022-04-01,15
ART007,2022-04-01,10
ART008,2022-04-01,13
ART010,2022-04-01,6
ART012,2022-04-01,8
ART014,2022-04-01,19
ART015,2022-04-01,16
ART018,2022-04-01,4
ART019,2022-04-01,5
ART020,2022-04-01,1
ART023,2022-04-01,6
ART025,2022-04-01,9
MED001,2022-04-01,59
MED002,2022-04-01,32
MED003,2022-04-01,31
MED004,2022-04-01,24
MED005,2022-04-01,21
MED006,2022-04-01,45
MED007,2022-04-01,36
MED008,2022-04-01,10
MED009,2022-04-01,30
MED010,2022-04-01,49
MED011,2022-04-01,32
MED012,2022-04-01,42
MED015,2022-04-01,14
MED016,2022-04-01,16
MED019,2022-04-01,16
MED023,2022-04-01,36
MED024,2022-04-01,16
MED026,2022-04-01,6
MED030,2022-04-01,9
MED031,2022-04-01,2
PH201,2022-04-01,46
PH202,2022-04-01,52
PH203,2022-04-01,26
PH204,2022-04-01,13
PH206,2022-04-01,5
PH217,2022-04-01,3
PH220,2022-04-01,2
PH222,2022-04-01,1
PH234,2022-04-01,31
ART001,2022-04-02,19
ART002,2022-04-02,10
ART003,2022-04-02,17
ART004,2022-04-02,26
ART008,2022-04-02,6
ART009,2022-04-02,9
ART011,2022-04-02,2
ART014,2022-04-02,6
ART015,2022-04-02,2
ART018,2022-04-02,2
ART019,2022-04-02,2
ART034,2022-04-02,1
MED001,2022-04-02,25
MED002,2022-04-02,30
MED003,2022-04-02,40
MED004,2022-04-02,30
MED005,2022-04-02,25
MED007,2022-04-02,15
